Stanowisko; Miejsce pracy; Rodzaj umowy; Pracodawca; Dostępna od; 
"Monter stolarki budowlanej"; "Radomsko, łódzkie"; "Umowa o pracę na okres próbny"; "MEBLE WICHE Andrzej Wiche"; "2025-01-23"; 
"Monter stolarki budowlanej"; "Ropczyce, podkarpackie"; "Umowa o pracę na okres próbny"; "FIRMA HANDLOWO-USŁUGOWA ""WIST III"" S.C."; "2025-01-23"; 
"Monter stolarki budowlanej"; "Żelków-Kolonia, mazowieckie"; "Umowa o pracę na czas określony"; "ZBIGNIEW STANISŁAW POPOWSKI P.H.U. PO-BUD I"; "2025-02-04"; 
"Monter stolarki budowlanej"; "Chełm, lubelskie"; "Umowa o pracę na okres próbny"; "Texo Top Jarosław Stadnicki"; "2025-02-05"; 
"Monter stolarki budowlanej"; "Zambrów, podlaskie"; "Umowa o pracę na czas nieokreślony"; "STEF - BUD Piotr Stefańczyk"; "2025-02-05"; 
"Monter stolarki budowlanej-doposażenie stanowiska pracy (nr 0235)"; "Batkowo, kujawsko-pomorskie"; "Umowa o pracę na czas nieokreślony"; "PPT PIOTR TWARDOWSKI"; "2025-02-03"; 
"Monter stolarki okiennej"; "Sławno, zachodniopomorskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-30"; 
"Monter stolarki okiennej"; "Kościerzyna, pomorskie"; "Umowa o pracę na czas nieokreślony"; """NORBIX-OKNA"" FIRMA HANDLOWO USŁUGOWA W KOŚCIERZYNIE ANDRZEJ EDEL"; "2025-01-31"; 
"MONTER STOLARKI OKIENNEJ"; "Latoszyn, podkarpackie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-06"; 
"Monter stolarki okiennej i drzwiowej"; "Przasnysz, mazowieckie"; "Umowa o pracę na okres próbny"; "Zbigniew Ostrowski  P.P.H.U. ""EURO-STRYP"""; "2025-01-08"; 
"Monter stolarki okiennej i drzwiowej"; "Lubań, dolnośląskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO USŁUGOWO-HANDLOWE UNI-PLAST ZALIPSKI KRZYSZTOF"; "2025-01-21"; 
"Monter stolarki otworowej (samodzielny pracownik)"; "Piła, wielkopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PROFESJA TOMASZ KUŹNIA"; "2025-01-23"; 
"Monter stolarskiego wyposażenia okrętowego"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; """MARITIME MONTERING POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-04"; 
"Monter systemów osłonowych, rolet, żaluzji"; "Puck, pomorskie"; "Umowa o pracę na okres próbny"; "IWONA KUNZ FIRMA PRODUKCYJNO HANDLOWO USŁUGOWA ""PANEL-ROL"" I. KUNZ"; "2025-02-05"; 
"Monter szaf sterowniczych"; "Pleszew, wielkopolskie"; "Umowa o pracę na okres próbny"; "BRAGER SP. Z O.O."; "2025-02-03"; 
"Monter szyb samochodowych i haków holowniczych"; "Lubin, dolnośląskie"; "Umowa o pracę na okres próbny"; "MTS SUŁECKI, WYCISZKIEWICZ, RACZKOWSKI SPÓŁKA JAWNA"; "2025-02-04"; 
"Monter ścian gipsowych i sufitów podwieszanych"; "Mysłowice, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "GIPS-POL Grzegorz Majerski"; "2025-01-22"; 
"Monter ślusarki elektrycznej"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PIOTR MISZTAL INFINITY TECH , INFINITY ELECTRO TEAM POLAND - PIOTR MISZTAL WSPÓLNIK SPÓŁKI CYWILNEJ"; "2025-01-24"; 
"Monter ślusarskiego wyposażenia okrętowego"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "GDAŃSKA STOCZNIA ""REMONTOWA"" IM. J.PIŁSUDSKIEGO SPÓŁKA AKCYJNA"; "2025-01-13"; 
"Monter ślusarskiego wyposażenia okrętowego "; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "REMONTOWA SHIPBUILDING SPÓŁKA AKCYJNA"; "2025-01-08"; 
"Monter ślusarz"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "Metal Service Spółka z ograniczoną odpowiedzialnością"; "2025-01-14"; 
"MONTER ŚLUSARZ"; "Ząbkowice Śląskie, dolnośląskie"; "Umowa o pracę na okres próbny"; "proLAB PAULA BARYLAK"; "2025-01-09"; 
"Monter światłowodów"; "Szczecin, zachodniopomorskie"; "Umowa o pracę na czas nieokreślony"; "GEO-KOMPLEX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-15"; 
"Monter tablic rozdzielczych (nr 0101) "; "Bydgoszcz, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; """FAMOR"" SPÓŁKA AKCYJNA"; "2025-01-15"; 
"Monter teletechniczny"; "Białystok, podlaskie"; "Umowa o pracę na okres próbny"; "Przedsiębiorstwo Budowlano-Usługowo-Handlowe RADAMEX Radosław Omelańczuk"; "2025-01-31"; 
"monter teletechnik"; "Chrzanów, małopolskie"; "Umowa o pracę na okres próbny"; "SENSOR Zakład Usług Teletechnicznych JAKUBCZYK WIESŁAW"; "2025-01-28"; 
"Monter układów elektronicznych"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "GDAŃSKIE ZAKŁADY TELEELEKTRONICZNE ""TELKOM-TELMOR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-08"; 
"Monter układów hydrauliki siłowej/Serwisant"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "MS-HYDRO S.C. w Gdańsku"; "2025-01-14"; 
"MONTER URZĄDZEŃ "; "Kędzierzyn-Koźle, opolskie"; "Umowa o pracę na czas określony"; "ELKOL BL S.C. RYSZARD KRAUS KRZYSZTOF PIPA ANDRZEJ WAWRZYNEK"; "2024-11-06"; 
"Monter urządzeń chłodniczych i klimatyzacyjnych"; "Sandomierz, świętokrzyskie"; "Umowa o pracę na okres próbny"; "Paweł Zygadło ""PPHU - Zyko"""; "2025-02-05"; 
"monter urządzeń chłodniczych/wentylacyjnych"; "Ligota, dolnośląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "JAR-COOL JAROSŁAW DZIĘCIOŁ"; "2025-01-30"; 
"Monter urządzeń elektromechanicznych"; "Nowy Dwór Gdański, pomorskie"; "Umowa o pracę na okres próbny"; """SZOP"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Monter urządzeń energetyki odnawialnej i instalacji budowlanych"; "Wejherowo, pomorskie"; "Umowa o pracę na czas określony"; "WATERM Artur Wiertel"; "2025-01-31"; 
"Monter urządzeń klimatyzacyjnych i wentylacyjnych"; "Władysławowo, pomorskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-10-30"; 
"Monter urządzeń sanitarnych i grzewczych"; "44809 Bochum, Niemcy"; "Umowa o pracę na czas nieokreślony"; "Pertec GmbH "; "2025-02-07"; 
"monter urządzeń teleinformatycznych"; "Nowy Glinnik, łódzkie"; "Umowa o pracę na okres próbny"; "Regionalne Centrum Informatyki Kraków"; "2025-01-15"; 
"Monter w Obszarze Elektrycznym"; "Siedlce, mazowieckie"; "Umowa o pracę na okres próbny"; "STADLER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Monter w Obszarze Mechanicznym"; "Siedlce, mazowieckie"; "Umowa o pracę na okres próbny"; "STADLER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Monter wentylacji"; "Płock, mazowieckie"; "Umowa o pracę na czas nieokreślony"; "ZAKŁAD PRODUKCYJNO-USŁUGOWY KLIMA-WENT SPÓŁKA JAWNA M.OBRĘBSKI K.KLUSKA"; "2025-02-04"; 
"MONTER WENTYLACJI "; "Rudna Mała, podkarpackie"; "Umowa o pracę na okres próbny"; "KLIMAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-29"; 
"Monter wiązek"; "Łódź, łódzkie"; "Umowa o pracę na czas określony"; "AQ WIRING SYSTEMS SP. Z O.O."; "2025-01-31"; 
"Monter wod-kan"; "Zabrze, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "GRYFNY-DOM MONIKA BATELT"; "2024-12-17"; 
"Monter wod-kan"; "Praszka, opolskie"; "Umowa o pracę na czas nieokreślony"; "Firma Instalacji Sanitarnej POLAN Praszka ul. Mickiewicza 89"; "2025-01-31"; 
"monter wod-kan, pomocnik montera wod-kan"; "Łosice, mazowieckie"; "Umowa o pracę na czas określony"; "PPUH ""GAW-BUD"" Eugeniusz Gawor"; "2025-02-04"; 
"Monter wodno- kanalizacyjny R105/0234-105/25"; "Włocławek, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "HYDRO-KAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-30"; 
"Monter wodno-kanalizacyjny"; "Grudziądz, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "INŻBUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"; "2024-11-15"; 
"Monter wodno-kanalizacyjny"; "Rypin, kujawsko-pomorskie"; "Umowa o pracę na czas określony"; "PHU AGAM Agnieszka Henrykowska"; "2025-01-17"; 
"Monter wykładzin"; "Sosnowiec, śląskie"; "Umowa o pracę na czas nieokreślony"; "kontakt przez PUP"; "2025-02-05"; 
"Monter wyposażenia sklepów"; "Bełchatów, łódzkie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-01-28"; 
"Monter wyposażenia ślusarskiego"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; """AN-ELEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-04"; 
"monter wyrobów tekstylnych"; "Częstochowa, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez PUP"; "2025-01-28"; 
"Monter wyrobów tekstylnych"; "Częstochowa, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "kontakt przez PUP"; "2025-01-29"; 
"monter wyrobów z drewna"; "Lesk, warmińsko-mazurskie"; "Umowa o pracę na czas określony"; """Jar"" Sp. z o.o."; "2025-01-09"; 
"Monter wyrobów z drewna"; "Dłużek, lubuskie"; "Umowa o pracę na okres próbny"; "Zakład Produkcyjny TARTA sp. z o. o"; "2025-01-30"; 
"Monter wyrobów z drewna- Montażysta korpusów"; "Lidzbark, warmińsko-mazurskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "CLASSIC SOFA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-12-04"; 
"Monter wyrobów z tworzyw sztucznych"; "Ostróda, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "ESFOM Sp. z o.o."; "2025-01-24"; 
"Monter zabudowy"; "Opole, opolskie"; "Umowa o pracę na okres próbny"; "PKP INTERCITY REMTRAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"Monter zabudowy i robót wykończeniowych"; "Jędrzejów, świętokrzyskie"; "Umowa o pracę na czas określony"; "TIGMA DEVELOPMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-03"; 
"Monter zabudowy i robót wykończeniowych "; "Jędrzejów, świętokrzyskie"; "Umowa o pracę na okres próbny"; "TIGMA - BUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-10"; 
"monter zabudowy i robót wykończeniowych w budownictwie"; "Zabrze, śląskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO BUDOWNICTWA OGÓLNEGO ""TROJAN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-02-05"; 
"Monter zabudowy i robót wykończeniowych w budownictwie"; "Cikowice, małopolskie"; "Umowa o pracę na czas określony"; "USŁUGI BUDOWLANE ŁUKASZ KMIECIK"; "2025-01-07"; 
"Monter zabudowy i robót wykończeniowych w budownictwie"; "Kraków, małopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-13"; 
"Monter zabudowy i robót wykończeniowych w budownictwie"; "Kiełpiny, wielkopolskie"; "Umowa o pracę na czas nieokreślony"; "Usługi Remontowo-Budowlane Robert Rybicki"; "2025-01-16"; 
"Monter zabudowy i robót wykończeniowych w budownictwie"; "Dąbrowa Górnicza, śląskie"; "Umowa o pracę na czas określony"; """GRUPA BUDMAR"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-15"; 
"Monter zabudowy i robót wykończeniowych w budownictwie"; "Lipno, wielkopolskie"; "Umowa o pracę na okres próbny"; "MM-INVEST Marta Skrzypczak"; "2025-02-03"; 
"Monter zabudów pojazdów ciężarowych R38/0050-38/25"; "Włocławek, kujawsko-pomorskie"; "Umowa o pracę na okres próbny"; "BFE POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"Monter zabudów samochodowych"; "Stąporków, świętokrzyskie"; "Umowa o pracę na okres próbny"; "TENSA AUTOMOTIVE SP. Z O.O."; "2025-01-24"; 
"Monter zewnętrznych instalacji  wodno - kanalizacyjnych"; "Kalisz, wielkopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "GRZEGORZ SOŚNICKI INSTALEX PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWO-HANDLOWE"; "2025-01-14"; 
"Monter zewnętrznych sieci wod-kan"; "Myślenice, małopolskie"; "Umowa o pracę na czas nieokreślony"; "OMEGA ZAKŁAD SIECI WOD.-KAN. SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-31"; 
"Monter zewnętrznych sieci wodno-kanalizacyjnych"; "Wieluń, łódzkie"; "Umowa o pracę na czas nieokreślony"; "Zakład Usług Sprzętowo-Transportowych S.C. A. Bator, M. Bator"; "2025-01-16"; 
"Monter zewnętrznych sieci wodnych i kanalizacyjnych"; "Chodzież, wielkopolskie"; "Umowa o pracę na czas nieokreślony"; "Ryszard Owczarzak REMO-ZAKŁAD INSTALACJI P.POŻ. SANITARNYCH, WOD.-KAN.-GAZ I CO. REMONTY NAPRAWA POMP"; "2025-01-21"; 
"Monter żaluzji"; "Ząbki, mazowieckie"; "Umowa o pracę na okres próbny"; "ARKADA TOMASZ MECH"; "2025-01-30"; 
"Monter- Sekcja obsługi infrastruktury- grupa zabezpieczenia Wejherowo"; "Wejherowo, pomorskie"; "Umowa o pracę na okres próbny"; "18 WOJSKOWY ODDZIAŁ GOSPODARCZY"; "2025-02-07"; 
"Monter- Spawacz MAG/ elektroda"; "Kraków, małopolskie"; "Umowa o pracę na okres próbny"; "NAFTO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-07"; 
"Monter-elektronik"; "Zambrów, podlaskie"; "Nie dotyczy"; "kontakt przez PUP"; "2025-02-06"; 
"Monter-frezer"; "Piaskowiec, pomorskie"; "Umowa o pracę na czas określony"; """STOCZNIA ŻUŁAWY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-10-02"; 
"monter-instalator, operator wiertnicy"; "Zabrze, śląskie"; "Umowa o pracę na okres próbny"; "INWEST-EKO-GAZ Krzysztof Rysiowski"; "2025-01-30"; 
"Monter-mechanik rowerów"; "Katowice, śląskie"; "Umowa o pracę na okres próbny"; "KELLYS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-23"; 
"Monter-Spawacz"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "BALTIC TOWERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-24"; 
"monter, serwisant mobilny "; "Olsztyn, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; """PYRYLANDIA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-21"; 
"Monter/ Pomocnik montera konstrukcji aluminiowo-stalowych"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "PRZEDSIĘBIORSTWO PRODUKCYJNE ""MONTSPAW-SERVICE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-13"; 
"Monter/ Spawacz rurociągów i kadłubów okrętowych"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; "WIP NOW Spółka z ograniczoną odpowiedzialnością"; "2025-01-27"; 
"Monter/ Ślusarz"; "Gdańsk, pomorskie"; "Umowa o pracę na okres próbny"; "WIP NOW Spółka z ograniczoną odpowiedzialnością"; "2025-01-27"; 
"Monter/ Ślusarz konstrukcji stalowych"; "Gdańsk, pomorskie"; "Umowa o pracę na czas określony"; "REALMET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-27"; 
"Monter/blacharz izolacji przemysłowych (O)"; "Tarnów, małopolskie"; "Umowa o pracę na okres próbny"; "TINSMITH&INSULATION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-28"; 
"Monter/ka"; "Bielsko-Biała, śląskie"; "Umowa o pracę na czas określony"; "MANPOWERGROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-14"; 
"MONTER/KONSERWATOR ELEKTROMECHANIK URZĄDZEŃ KLIMAYYZACYJNO -  WENTYLACYJNYCH "; "Gdynia, pomorskie"; "Umowa o pracę na okres próbny"; "COLDEN Paweł Kwiatkowski"; "2025-02-04"; 
"Monter/Majster/Brygadzista robót sieci wodno-kanalizacyjnych"; "Pruszcz Gdański, pomorskie"; "Umowa o pracę na czas określony"; "HYD-REM Krzysztof Rembisz"; "2025-01-14"; 
"Monter/mechanik/spawacz konstrukcji/rur"; "Bytom, śląskie"; "Umowa o pracę na okres próbny"; "HUTNICZE PRZEDSIĘBIORSTWO REMONTOWE ""HARPEX"" Sp. z o. o."; "2025-01-23"; 
"Monter/Pomocnik montera"; "Pułtusk, mazowieckie"; "Umowa o pracę na okres próbny"; "FORESPOL Szymon Janczak"; "2025-01-08"; 
"Monter/pomocnik montera instalacji wentylacji i klimatyzacji"; "Piekary Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "SANDEKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-09-23"; 
"Monter/pracownik ogólnobudowlany"; "Piotrków Trybunalski, łódzkie"; "Umowa o pracę na okres próbny"; "FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA ""ANNPOL"" PAWEŁ CHAMERNIK"; "2025-01-10"; 
"Monter/serwisant sieci instalacji sanitarnych"; "Krupiec, lubelskie"; "Umowa o pracę na czas określony"; "Ekotermica Radosław Podolak"; "2024-03-11"; 
"monter/składacz okien"; "Zaklików, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "Producent Okien PCV i ALU - Patryk Pankowski"; "2025-01-30"; 
"Monter/Spawacz"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "HTC-SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-28"; 
"Monter/szkutnik"; "Kolnica, podlaskie"; "Umowa o pracę na czas nieokreślony"; "POLSKA ŻEGLUGA WODOROWA POLISH HYDROGEN SHIPPING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-23"; 
"Monter/ślusarz"; "Kielce, świętokrzyskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "INMET KONSTRUKCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-15"; 
"Montera sieci i  instalacji sanitarnych"; "Lubin, dolnośląskie"; "Umowa o pracę na czas określony"; "FIRMA HANDLOWO USŁUGOWA "" INSTAL-SERWIS "" JACEK FABIAŃCZYK"; "2025-01-29"; 
"MONTERA SIECI I INSTALACJI PRZEMYSŁOWYCH"; "Kędzierzyn-Koźle, opolskie"; "Umowa o pracę na okres próbny"; "PCC ENERGETYKA BLACHOWNIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-28"; 
"motorniczy"; "Kraków, małopolskie"; "Umowa o pracę na czas określony"; "MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SPÓŁKA AKCYJNA W KRAKOWIE"; "2025-01-09"; 
"Motorniczy tramwaju"; "Wrocław, dolnośląskie"; "Umowa o pracę na okres próbny"; "MIEJSKIE PRZEDSIĘBIORSTWO KOMUNIKACYJNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-12-10"; 
"Motorniczy tramwaju (po odbyciu szkolenia)"; "Elbląg, warmińsko-mazurskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-02-06"; 
"murarz"; "Żory, śląskie"; "Umowa o pracę na czas nieokreślony"; """BEN-BUD"" JANUSZ BENISZ"; "2025-01-09"; 
"murarz"; "Kraków, małopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "LESZEK GRZĘDA FIRMA REMONTOWO BUDOWLANA LESTER REMODELING"; "2025-01-16"; 
"murarz"; "Lubin, dolnośląskie"; "Umowa o pracę na okres próbny"; "USŁUGI REMONTOWO-BUDOWLANE ANDRZEJ GÓRKA"; "2025-01-27"; 
"murarz"; "Kluczbork, opolskie"; "Umowa o pracę na czas nieokreślony"; "MPM DEVELOPMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-27"; 
"murarz"; "Puławy, lubelskie"; "Umowa o pracę na okres próbny"; "JERZY SZCZUKA ZAKŁAD USŁUG REMONTOWO - BUDOWLANYCH ""TECH-DOM"", PPHU ""BUDOLAND"""; "2025-01-27"; 
"murarz"; "Mielec, podkarpackie"; "Umowa o pracę na czas nieokreślony"; "FIRMA BUDOWLANA ARKADA MIELEC Sp. z o.o."; "2025-01-27"; 
"murarz"; "Gliwice, śląskie"; "Umowa o pracę na czas określony"; "BUD-WORK SERWIS Sp. z o.o."; "2025-01-28"; 
"murarz"; "Biała Podlaska, lubelskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2025-01-29"; 
"Murarz"; "Lądek-Zdrój, dolnośląskie"; "Umowa o pracę na okres próbny"; "JAWA PROPERTIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-06-03"; 
"Murarz"; "Piekary Śląskie, śląskie"; "Umowa o pracę na okres próbny"; "SIEJKOM INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-08-13"; 
"Murarz"; "Gołanice, wielkopolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-08-28"; 
"Murarz"; "Iława, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "RUCIŃSKI BUDOWNICTWO Patryk Ruciński"; "2024-10-11"; 
"Murarz"; "Konradowa, opolskie"; "Umowa o pracę na czas określony"; "kontakt przez PUP"; "2024-10-18"; 
"Murarz"; "Leszno, wielkopolskie"; "Umowa o pracę na czas określony"; "PRZEDSIĘBIORSTWO BUDOWLANE NOWAK MIŁOSZ NOWAK"; "2024-10-21"; 
"Murarz"; "Leszno, wielkopolskie"; "Umowa o pracę na okres próbny"; "HUGO INVESTMENTS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2024-11-12"; 
"Murarz"; "Ostrowiec Świętokrzyski, świętokrzyskie"; "Umowa o pracę na czas nieokreślony"; "Ostrowiecki Kombinat Budowlany S.A."; "2024-11-19"; 
"Murarz"; "Ryczów, śląskie"; "Umowa o pracę na czas określony"; "Firma Usługowa Lukas Łukasz Luboń"; "2024-11-25"; 
"Murarz"; "Wilkowice, wielkopolskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "Firma Budowlana Andrzej Cygler"; "2024-11-28"; 
"Murarz"; "Lgota Murowana, śląskie"; "Umowa o pracę na czas określony"; """DAMBUD"" - Budowa Domów Jednorodzinnych Damian Zwoliński"; "2024-12-03"; 
"Murarz"; "Manieczki, wielkopolskie"; "Umowa o pracę na okres próbny"; "GOSPODARSTWO W. MARCINIAK R. MARCINIAK SPÓŁKA JAWNA"; "2024-12-05"; 
"Murarz"; "Iława, warmińsko-mazurskie"; "Umowa o pracę na okres próbny"; "P.G.I. CONSTRUCTION Igor Gałązkiewicz"; "2025-01-02"; 
"Murarz"; "Huta Łukomska, wielkopolskie"; "Umowa o pracę na okres próbny"; "FIRMA RATAJCZYK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-03"; 
"Murarz"; "Nowy Sącz, małopolskie"; "Umowa o pracę na czas nieokreślony"; "Jan Waz-Zakład Ogólnobudowlany"; "2025-01-07"; 
"Murarz"; "Psary, wielkopolskie"; "Umowa o pracę na czas określony"; "PPHU MARCIN WŁODARCZYK"; "2025-01-08"; 
"Murarz"; "Jaworzno, śląskie"; "Umowa o pracę na czas nieokreślony"; "TERMOBUDOWA S.C. M. Lewandowski, T. Lewandowski"; "2025-01-07"; 
"Murarz"; "Siemianowice Śląskie, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "GRZESIK KRYSTIAN KOMPLEKSOWA REALIZACJA BUDOWNICTWA NOWY DOM"; "2025-01-09"; 
"Murarz"; "Frankfurt, Niemcy"; "Umowa o pracę na okres próbny"; "EUROKOMFORT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-09"; 
"Murarz"; "Zamość, lubelskie"; "Umowa o pracę na okres próbny"; "Domy i Baseny DBI Wiesław Dębski"; "2025-01-09"; 
"Murarz"; "Burakowskie, mazowieckie"; "Umowa o pracę na czas określony"; """SYM - BUD"" - Zakład Budowlany Sylwester Denis"; "2025-01-10"; 
"Murarz"; "Lubawa, warmińsko-mazurskie"; "Umowa o pracę na czas określony"; "AMAK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"; "2025-01-10"; 
"Murarz"; "Gdańsk, pomorskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "BetaBau Sp. z o.o. Spółka Komandytowa"; "2025-01-10"; 
"Murarz"; "Iława, warmińsko-mazurskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "Goliński Usługi Ogólnobudowlane Paweł Goliński"; "2025-01-13"; 
"Murarz"; "Baranówka, małopolskie"; "Umowa o pracę na okres próbny"; "SEBASTIAN GOLEŃ ""ŻEL-BET SG"""; "2025-01-13"; 
"Murarz"; "Rybnik, śląskie"; "Umowa o pracę na okres próbny"; "BAG-BUD ANDRZEJ GOLUCH - USŁUGI BUDOWLANO MONTAŻOWE"; "2025-01-14"; 
"Murarz"; "Sieradz, łódzkie"; "Umowa o pracę na okres próbny"; "Krzysztof Grzymała"; "2025-01-14"; 
"Murarz"; "Mysłowice, śląskie"; "Umowa zlecenie / Umowa o świadczenie usług"; "Przedsiębiorstwo Wielobranżowe KANBEX sp. z o.o."; "2025-01-15"; 
"Murarz"; "Kamionka, pomorskie"; "Umowa o pracę na okres próbny"; "PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWE TEX-1 ADAM CICHOWLAZ"; "2025-01-16"; 
